name;rating;convenience;security;functionality;comment
Дупло 57;0.2;4;5;3;Это здание построено из стандартных строительных материалов.
Пандус 60;1.4;2;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Торговый центр 89;1.2;2;1;4;Это здание построено из стандартных строительных материалов.
Маяк 85;2.3;1;2;1;У этого здания отличная архитектура.
Коровник 96;0.4;4;3;1;Это здание построено из стандартных строительных материалов.
Институт 58;2.0;3;5;3;У этого здания отличная архитектура.
Утятник 23;4.8;2;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Котельная 94;3.2;5;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Крольчатник 79;1.1;5;2;5;Мне нравится дизайн этого здания.
Верфь 10;1.2;5;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Академия 5;3.5;1;3;2;Это здание является примером функционального дизайна.
Фабрика 68;4.1;4;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Тоннель 4;1.5;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Особняк 94;0.7;2;1;4;Мне нравится дизайн этого здания.
Лосятник 3;1.8;2;3;1;Это здание построено из стандартных строительных материалов.
Академия 3;3.6;2;1;5;Это здание построено из стандартных строительных материалов.
Убежище 16;1.0;2;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Паутинник 55;4.2;3;3;5;Это здание представляет собой типичный образец современной архитектуры.
Чердак 7;0.2;2;5;2;Это здание имеет стандартную конструкцию.
Дупло 57;3.3;3;1;2;Это здание является примером функционального дизайна.
Причал 61;0.4;2;3;3;Это великолепное здание!
Улей 100;4.1;5;3;2;Это здание очень функционально.
Больница 66;2.5;3;3;4;Это великолепное здание!
Канализация 73;1.8;4;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Музей 85;4.3;3;5;3;Это здание построено из стандартных строительных материалов.
Конюшня 35;2.2;3;2;2;Это здание очень функционально.
Волчатник 40;3.6;3;2;3;Это здание имеет стандартную конструкцию.
Склад 20;4.8;3;5;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дворец 13;0.7;3;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Теплотрасса 59;3.5;1;3;4;У этого здания отличная архитектура.
Теплотрасса 12;1.2;4;4;3;Это здание представляет собой типичный образец современной архитектуры.
Тоннель 4;1.9;5;5;2;Это здание построено из стандартных строительных материалов.
Пасека 31;1.5;2;2;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Улей 29;2.5;2;5;5;Это здание построено из стандартных строительных материалов.
Теплотрасса 59;4.7;1;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Особняк 94;1.6;1;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Мануфактура 45;2.2;1;2;5;Это здание имеет стандартную конструкцию.
Убежище 51;1.6;4;4;5;Это здание имеет стандартную конструкцию.
Церковь 79;1.0;4;1;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Офис 44;3.8;2;1;4;Это здание не имеет особых архитектурных особенностей.
Жилой дом 3;4.1;5;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Нефтепровод 16;0.5;1;1;3;Это здание не имеет особых архитектурных особенностей.
Коровник 96;0.8;1;1;2;Это здание построено из стандартных строительных материалов.
Верфь 10;4.1;2;1;3;Это здание представляет собой типичный образец современной архитектуры.
Теплотрасса 59;3.7;3;1;4;Это здание является примером функционального дизайна.
Кинотеатр 92;3.0;5;1;3;Это здание имеет стандартную конструкцию.
Крольчатник 79;2.3;3;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мост 10;0.3;1;3;1;Это здание представляет собой типичный образец современной архитектуры.
Бомбоубежище 54;0.1;4;1;3;Это здание очень функционально.
Бомбоубежище 9;3.0;5;2;5;Это здание имеет стандартную конструкцию.
Бункер 45;1.9;3;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Улей 100;3.7;4;2;5;Это здание построено из стандартных строительных материалов.
Верфь 10;1.0;2;1;3;Это здание не имеет особых архитектурных особенностей.
Бункер 52;1.5;5;3;5;Это здание построено из стандартных строительных материалов.
Бункер 45;0.6;5;4;5;Это здание является примером функционального дизайна.
Башня 29;2.8;2;1;1;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 3;1.0;3;5;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мостки 40;1.2;1;2;5;Это здание построено из стандартных строительных материалов.
Тоннель 4;0.4;2;5;3;Это здание не имеет особых архитектурных особенностей.
Церковь 79;2.8;3;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Бункер 52;1.2;2;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Котельная 94;0.4;2;5;4;Это великолепное здание!
Коровник 96;1.6;1;5;1;Это здание не имеет особых архитектурных особенностей.
Отель 50;1.2;5;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Теплотрасса 12;1.4;2;5;2;Это здание прекрасно вписывается в окружающий ландшафт.
Кладбище 49;0.7;3;5;3;Мне нравится дизайн этого здания.
Супермаркет 3;3.2;3;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Пандус 60;3.7;3;1;1;Это здание является примером функционального дизайна.
Виадук 19;1.3;5;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Башня 29;0.2;4;2;5;Это здание очень функционально.
Жилой дом 3;3.2;5;4;4;У этого здания отличная архитектура.
Лифт 20;0.1;4;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Музей 85;3.0;3;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Чердак 7;3.7;2;3;5;Это здание не имеет особых архитектурных особенностей.
Причал 61;1.7;4;1;1;Это здание является примером функционального дизайна.
Гараж 45;2.7;2;2;3;Это здание является примером функционального дизайна.
Университет 61;0.5;5;5;4;Это здание очень функционально.
Улей 29;1.9;1;5;2;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 27;2.5;2;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Улей 29;4.1;4;4;5;Это здание представляет собой типичный образец современной архитектуры.
Страусятник 65;3.2;2;4;2;Это здание не имеет особых архитектурных особенностей.
Страусятник 65;1.6;4;5;4;Мне нравится дизайн этого здания.
Больница 66;3.4;4;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Лифт 20;3.0;2;5;4;Это здание имеет стандартную конструкцию.
Верфь 32;1.8;3;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Крольчатник 79;3.2;2;1;5;Это здание является примером функционального дизайна.
Мануфактура 45;0.7;3;1;3;Это здание имеет стандартную конструкцию.
Пандус 60;0.3;5;4;5;Это здание не имеет особых архитектурных особенностей.
Чердак 7;4.7;2;3;3;Это здание очень функционально.
Волчатник 40;2.2;3;4;3;Это здание очень функционально.
Виадук 19;0.5;3;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Кладбище 49;1.6;2;1;5;Это здание является примером функционального дизайна.
Паутинник 55;0.2;3;3;3;Это здание имеет стандартную конструкцию.
Канализация 73;4.6;5;3;2;Это здание прекрасно вписывается в окружающий ландшафт.
Чердак 7;0.8;2;1;2;У этого здания отличная архитектура.
Бомбоубежище 9;5.0;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Теплотрасса 12;1.5;3;1;1;Мне нравится дизайн этого здания.
Театр 53;2.4;1;3;5;Это здание является примером функционального дизайна.
Склад 20;2.2;3;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Музей 85;2.8;2;2;2;У этого здания отличная архитектура.
Мостки 12;2.0;4;5;5;Это здание является примером функционального дизайна.
Улей 29;4.1;3;3;4;Это здание не имеет особых архитектурных особенностей.
Тоннель 4;1.6;1;4;1;Это здание является примером функционального дизайна.
Дупло 63;4.2;3;2;3;Мне нравится дизайн этого здания.
Коровник 96;0.3;1;3;1;Это здание является примером функционального дизайна.
Больница 66;0.7;1;4;4;Это здание не имеет особых архитектурных особенностей.
Конюшня 35;1.1;1;2;1;Это здание имеет стандартную конструкцию.
Кладбище 49;1.3;1;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Маяк 85;4.0;1;4;3;Это здание построено из стандартных строительных материалов.
Фабрика 68;4.0;1;3;5;Это здание построено из стандартных строительных материалов.
Бомбоубежище 54;4.6;2;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Коровник 96;3.7;3;5;5;Это здание имеет стандартную конструкцию.
Цирк 90;4.2;5;1;5;Это здание имеет стандартную конструкцию.
Школа 30;0.4;1;2;1;Это великолепное здание!
Теплотрасса 12;2.4;5;5;1;Это здание построено из стандартных строительных материалов.
Дворец 34;3.1;2;5;5;Это здание имеет стандартную конструкцию.
Офис 44;3.5;3;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Причал 61;4.9;5;5;3;У этого здания отличная архитектура.
Улей 29;4.5;5;3;3;Это здание имеет стандартную конструкцию.
Убежище 51;2.1;1;1;5;Это здание построено из стандартных строительных материалов.
Кинотеатр 92;2.6;1;2;4;Это здание прекрасно вписывается в окружающий ландшафт.
Цирк 90;2.8;5;1;3;Это здание очень функционально.
Теплотрасса 12;1.1;5;2;4;Это здание построено из стандартных строительных материалов.
Гараж 45;3.3;2;1;1;Мне нравится дизайн этого здания.
Больница 66;4.7;4;3;3;Это здание очень функционально.
Мост 10;0.7;3;1;4;Это здание имеет стандартную конструкцию.
Логово 87;5.0;5;3;4;Это здание построено из стандартных строительных материалов.
Гараж 45;4.3;1;1;4;Это здание не имеет особых архитектурных особенностей.
Нефтепровод 16;0.1;4;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Док 21;4.9;5;2;1;У этого здания отличная архитектура.
Конюшня 35;2.1;1;2;3;У этого здания отличная архитектура.
Нефтепровод 54;2.9;1;5;4;Это здание имеет стандартную конструкцию.
Мост 61;1.8;2;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 3;0.9;4;5;5;Это здание имеет стандартную конструкцию.
Мост 61;0.1;2;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Пандус 7;3.9;3;5;3;Это здание не имеет особых архитектурных особенностей.
Школа 57;4.7;4;5;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Школа 57;1.1;5;4;5;Это здание не имеет особых архитектурных особенностей.
Цирк 80;0.5;3;3;3;Это здание имеет стандартную конструкцию.
Тоннель 4;2.5;1;2;2;Это здание имеет стандартную конструкцию.
Пандус 7;0.3;4;1;1;Это великолепное здание!
Страусятник 65;2.0;3;4;3;Это здание является примером функционального дизайна.
Лосятник 3;1.1;5;2;3;Это здание является примером функционального дизайна.
Убежище 16;0.2;4;1;3;Это здание не имеет особых архитектурных особенностей.
Жилой дом 3;3.9;3;5;2;Это здание не имеет особых архитектурных особенностей.
Конюшня 35;1.5;5;5;1;Это здание построено из стандартных строительных материалов.
Мост 61;0.7;3;1;5;Это здание представляет собой типичный образец современной архитектуры.
Коровник 96;4.7;2;2;2;У этого здания отличная архитектура.
Мостки 40;2.3;4;4;5;Это здание представляет собой типичный образец современной архитектуры.
Псарня 81;2.1;1;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Особняк 94;3.5;4;3;3;Это здание имеет стандартную конструкцию.
Убежище 51;0.1;4;1;3;Это здание имеет стандартную конструкцию.
Логово 87;2.0;3;5;1;Это здание представляет собой типичный образец современной архитектуры.
Цирк 90;2.6;5;2;1;Мне нравится дизайн этого здания.
Академия 5;1.3;4;5;4;Это здание не имеет особых архитектурных особенностей.
Торговый центр 89;1.3;4;1;1;Это здание представляет собой типичный образец современной архитектуры.
Логово 87;0.3;3;1;5;Мне нравится дизайн этого здания.
Школа 30;0.6;3;4;1;Это здание имеет стандартную конструкцию.
Дворец 34;2.8;4;1;1;Это здание представляет собой типичный образец современной архитектуры.
Маяк 85;3.1;1;1;5;Это здание представляет собой типичный образец современной архитектуры.
Утятник 23;3.7;2;5;2;Это здание прекрасно вписывается в окружающий ландшафт.
Мануфактура 45;4.9;3;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Крольчатник 79;2.6;2;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Завод 67;4.8;5;3;4;Это здание имеет стандартную конструкцию.
Чердак 7;3.6;5;5;3;Это здание имеет стандартную конструкцию.
Логово 87;0.6;1;2;3;Это здание имеет стандартную конструкцию.
Школа 57;5.0;2;2;5;Мне нравится дизайн этого здания.
Лифт 20;4.0;3;2;3;У этого здания отличная архитектура.
Тоннель 4;2.1;5;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Академия 3;4.8;2;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Бункер 3;1.7;1;5;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Академия 3;0.5;4;1;3;Это здание является примером функционального дизайна.
Логово 87;1.2;4;1;1;Это великолепное здание!
Цирк 80;4.8;4;5;1;Это здание не имеет особых архитектурных особенностей.
Верфь 10;1.6;2;1;5;Это здание построено из стандартных строительных материалов.
Пандус 60;0.6;3;4;4;Это великолепное здание!
Конюшня 35;2.4;5;1;5;Это здание очень функционально.
Цирк 80;4.3;4;4;3;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 27;2.1;3;5;4;Это здание является примером функционального дизайна.
Мостки 12;2.8;2;5;4;У этого здания отличная архитектура.
Причал 61;3.0;5;5;5;Это здание построено из стандартных строительных материалов.
Башня 29;2.6;5;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Виадук 19;0.4;3;3;5;Это здание не имеет особых архитектурных особенностей.
Бомбоубежище 54;1.8;4;5;4;Это здание построено из стандартных строительных материалов.
Бункер 52;0.2;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Офис 44;2.7;5;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Крольчатник 79;3.1;3;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Док 21;1.7;1;2;4;Это здание имеет стандартную конструкцию.
Логово 87;2.6;5;5;5;Это здание является примером функционального дизайна.
Волчатник 40;0.5;5;4;4;Это здание построено из стандартных строительных материалов.
Коровник 96;3.5;3;3;4;Это здание не имеет особых архитектурных особенностей.
Мост 61;3.7;5;2;4;Это здание прекрасно вписывается в окружающий ландшафт.
Бомбоубежище 54;3.5;2;4;4;Мне нравится дизайн этого здания.
Утятник 23;1.5;2;2;3;Это здание имеет стандартную конструкцию.
Жилой дом 13;2.9;5;1;3;У этого здания отличная архитектура.
Петля 98;1.0;3;1;5;Это здание имеет стандартную конструкцию.
Больница 66;3.8;5;1;4;Это здание представляет собой типичный образец современной архитектуры.
Бомбоубежище 9;1.6;4;3;3;Это здание представляет собой типичный образец современной архитектуры.
Мостки 40;5.0;5;4;1;Это здание является примером функционального дизайна.
Страусятник 65;0.8;1;4;3;Это здание является примером функционального дизайна.
Цирк 90;4.3;1;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Пандус 60;2.3;5;4;5;Это здание представляет собой типичный образец современной архитектуры.
Мостки 40;5.0;4;2;3;Это здание является примером функционального дизайна.
Склад 20;4.4;5;5;2;Это здание построено из стандартных строительных материалов.
Цирк 90;4.3;2;4;2;Это здание построено из стандартных строительных материалов.
Улей 29;0.9;3;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Дупло 57;0.1;5;2;2;Это здание построено из стандартных строительных материалов.
Гусятник 66;4.0;1;5;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Петля 98;4.7;2;5;3;Это здание очень функционально.
Маяк 85;3.1;2;1;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 3;0.6;5;1;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Конюшня 35;0.6;5;3;5;Это здание является примером функционального дизайна.
Башня 29;0.6;2;3;4;Мне нравится дизайн этого здания.
Верфь 32;0.2;1;5;5;Это здание очень функционально.
Склад 20;5.0;1;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Академия 5;0.2;4;2;2;У этого здания отличная архитектура.
Нефтепровод 16;2.5;3;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мостки 40;0.3;5;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дворец 13;4.3;1;4;4;Это здание не имеет особых архитектурных особенностей.
Петля 98;1.3;2;3;5;Это здание имеет стандартную конструкцию.
Волчатник 40;0.4;5;3;1;Это здание не имеет особых архитектурных особенностей.
Гараж 45;1.0;4;5;5;Это здание не имеет особых архитектурных особенностей.
Завод 67;4.4;4;5;4;Это здание имеет стандартную конструкцию.
Башня 29;4.5;3;1;2;Это здание построено из стандартных строительных материалов.
Котельная 94;0.7;2;5;1;Это здание построено из стандартных строительных материалов.
Дворец 13;3.9;4;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Особняк 94;2.5;5;3;1;Это здание представляет собой типичный образец современной архитектуры.
Фабрика 68;4.8;4;4;2;Это здание представляет собой типичный образец современной архитектуры.
Тоннель 4;0.3;1;4;1;Это здание построено из стандартных строительных материалов.
Бомбоубежище 9;4.4;3;1;3;Это здание не имеет особых архитектурных особенностей.
Плантация 35;1.8;4;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дворец 13;1.1;2;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Утятник 23;4.5;4;1;2;Это здание построено из стандартных строительных материалов.
Супермаркет 27;0.1;1;4;3;Это здание является примером функционального дизайна.
Нефтепровод 16;2.6;3;1;2;Это здание является примером функционального дизайна.
Маяк 85;0.1;4;3;3;Это здание построено из стандартных строительных материалов.
Виадук 19;2.7;4;5;3;Это здание построено из стандартных строительных материалов.
Институт 58;0.1;1;1;1;Это здание очень функционально.
Тоннель 4;1.5;5;5;5;Это здание представляет собой типичный образец современной архитектуры.
Цирк 80;3.1;4;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Паутинник 55;0.4;2;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Башня 29;1.5;2;2;1;Это здание является примером функционального дизайна.
Нефтепровод 54;3.9;5;5;1;Это здание является примером функционального дизайна.
Мост 10;1.4;3;3;5;Это здание построено из стандартных строительных материалов.
Пандус 60;2.2;3;3;2;Это здание очень функционально.
Маяк 85;4.3;4;1;2;Это здание является примером функционального дизайна.
Стадион 67;1.7;3;3;2;Это здание не имеет особых архитектурных особенностей.
Тоннель 4;2.2;3;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Цирк 90;2.1;5;2;1;Это здание является примером функционального дизайна.
Бункер 3;3.6;1;2;2;Это здание является примером функционального дизайна.
Конюшня 35;0.3;1;2;2;Это здание не имеет особых архитектурных особенностей.
Теплотрасса 12;3.5;2;2;3;Это здание очень функционально.
Кладбище 64;4.6;1;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Крольчатник 79;1.5;3;5;4;Это здание имеет стандартную конструкцию.
Мануфактура 45;4.9;3;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Дупло 57;1.3;1;3;2;Это здание не имеет особых архитектурных особенностей.
Академия 3;3.0;5;5;2;Это великолепное здание!
Лифт 20;2.5;3;3;5;Это здание очень функционально.
Конюшня 35;1.7;2;2;5;Это здание построено из стандартных строительных материалов.
Канализация 73;0.6;3;2;5;Это здание имеет стандартную конструкцию.
Мостки 40;2.8;5;5;5;У этого здания отличная архитектура.
Пандус 7;4.2;2;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гусятник 66;5.0;1;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Цирк 80;4.3;4;1;3;Это здание не имеет особых архитектурных особенностей.
Склад 20;0.6;4;1;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Плантация 35;2.8;5;3;1;Это здание является примером функционального дизайна.
Чердак 7;4.7;4;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Цирк 90;0.2;4;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Маяк 85;0.6;3;1;1;Это здание является примером функционального дизайна.
Канализация 73;3.7;1;5;2;Это здание построено из стандартных строительных материалов.
Бомбоубежище 54;1.4;1;2;3;Это здание не имеет особых архитектурных особенностей.
Дворец 13;4.5;1;1;2;Мне нравится дизайн этого здания.
Институт 58;5.0;4;4;2;Это здание не имеет особых архитектурных особенностей.
Страусятник 65;1.2;3;2;4;Это здание представляет собой типичный образец современной архитектуры.
Кафе 58;2.2;5;3;2;Это здание имеет стандартную конструкцию.
Мануфактура 45;0.7;5;5;1;Это великолепное здание!
Псарня 81;0.3;1;3;2;Это здание является примером функционального дизайна.
Больница 66;3.6;1;2;4;Это здание имеет стандартную конструкцию.
Башня 29;4.2;5;3;5;Это здание является примером функционального дизайна.
Бомбоубежище 9;0.5;2;1;1;У этого здания отличная архитектура.
Бомбоубежище 54;0.2;2;4;3;Мне нравится дизайн этого здания.
Институт 58;2.7;4;5;3;Это здание построено из стандартных строительных материалов.
Мост 10;2.5;5;4;4;Это здание представляет собой типичный образец современной архитектуры.
Лифт 20;3.6;5;1;4;Это здание представляет собой типичный образец современной архитектуры.
Теплотрасса 12;1.6;1;4;5;Это здание очень функционально.
Теплотрасса 59;4.9;1;3;4;Это здание очень функционально.
Бункер 45;4.0;2;5;4;Это здание очень функционально.
Академия 5;4.3;4;5;1;Это здание представляет собой типичный образец современной архитектуры.
Конюшня 35;2.1;3;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Лосятник 3;4.0;3;3;3;Это здание очень функционально.
Фабрика 68;3.8;1;5;2;Это здание является примером функционального дизайна.
Цирк 90;2.3;3;5;2;Это здание имеет стандартную конструкцию.
Завод 67;3.5;5;2;2;Это здание не имеет особых архитектурных особенностей.
Бункер 52;2.4;1;1;1;Это здание имеет стандартную конструкцию.
Школа 30;0.5;2;3;2;Это здание построено из стандартных строительных материалов.
Док 21;3.0;4;4;2;Это здание является примером функционального дизайна.
Лифт 20;4.8;2;4;5;Это здание построено из стандартных строительных материалов.
Дупло 63;2.8;1;4;4;Это здание является примером функционального дизайна.
Гараж 45;3.6;5;4;4;Мне нравится дизайн этого здания.
Пандус 60;3.3;4;5;4;Это великолепное здание!
Больница 66;4.0;3;5;4;Это здание построено из стандартных строительных материалов.
Логово 87;1.3;3;1;3;Это здание имеет стандартную конструкцию.
Теплотрасса 12;0.7;5;2;5;Это здание представляет собой типичный образец современной архитектуры.
Теплотрасса 59;0.6;1;4;3;Это здание представляет собой типичный образец современной архитектуры.
Школа 57;0.2;1;1;2;Это здание является примером функционального дизайна.
Котельная 94;3.4;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Бункер 45;1.5;5;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Академия 3;2.8;3;4;2;Это здание не имеет особых архитектурных особенностей.
Бункер 3;0.8;3;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Бункер 52;4.1;5;1;1;Это здание имеет стандартную конструкцию.
Академия 3;3.8;4;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Верфь 10;1.1;2;5;3;Это здание не имеет особых архитектурных особенностей.
Плантация 35;0.2;1;3;3;Это здание очень функционально.
Церковь 79;2.4;2;4;2;Это здание представляет собой типичный образец современной архитектуры.
Маяк 85;2.5;5;2;2;Это великолепное здание!
Коровник 96;4.6;2;5;4;Это здание является примером функционального дизайна.
Цирк 90;4.4;3;3;1;Это здание не имеет особых архитектурных особенностей.
Академия 5;0.3;1;4;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Волчатник 84;1.2;4;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Тоннель 4;2.6;1;2;2;Это здание очень функционально.
Улей 29;4.6;1;1;4;Это здание представляет собой типичный образец современной архитектуры.
Нефтепровод 16;0.4;5;5;1;Это здание является примером функционального дизайна.
Офис 44;4.4;1;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Академия 3;4.3;2;1;3;Мне нравится дизайн этого здания.
Завод 67;2.3;2;3;5;Это здание построено из стандартных строительных материалов.
